324, 104976, 34012224, 11019960576
325, 105625, 34328125, 11156640625
326, 106276, 34645976, 11294588176
327, 106929, 34965783, 11433811041
328, 107584, 35287552, 11574317056
329, 108241, 35611289, 11716114081
330, 108900, 35937000, 11859210000
331, 109561, 36264691, 12003612721
332, 110224, 36594368, 12149330176
333, 110889, 36926037, 12296370321
334, 111556, 37259704, 12444741136
335, 112225, 37595375, 12594450625
336, 112896, 37933056, 12745506816
337, 113569, 38272753, 12897917761
338, 114244, 38614472, 13051691536
339, 114921, 38958219, 13206836241
340, 115600, 39304000, 13363360000
341, 116281, 39651821, 13521270961
342, 116964, 40001688, 13680577296
343, 117649, 40353607, 13841287201
344, 118336, 40707584, 14003408896
345, 119025, 41063625, 14166950625
346, 119716, 41421736, 14331920656
347, 120409, 41781923, 14498327281
348, 121104, 42144192, 14666178816
349, 121801, 42508549, 14835483601
350, 122500, 42875000, 15006250000
351, 123201, 43243551, 15178486401
352, 123904, 43614208, 15352201216
353, 124609, 43986977, 15527402881
354, 125316, 44361864, 15704099856
355, 126025, 44738875, 15882300625
356, 126736, 45118016, 16062013696
357, 127449, 45499293, 16243247601
358, 128164, 45882712, 16426010896
359, 128881, 46268279, 16610312161
360, 129600, 46656000, 16796160000
361, 130321, 47045881, 16983563041
362, 131044, 47437928, 17172529936
363, 131769, 47832147, 17363069361
364, 132496, 48228544, 17555190016
365, 133225, 48627125, 17748900625
366, 133956, 49027896, 17944209936
367, 134689, 49430863, 18141126721
368, 135424, 49836032, 18339659776
369, 136161, 50243409, 18539817921
370, 136900, 50653000, 18741610000
371, 137641, 51064811, 18945044881
372, 138384, 51478848, 19150131456
373, 139129, 51895117, 19356878641
374, 139876, 52313624, 19565295376
375, 140625, 52734375, 19775390625
376, 141376, 53157376, 19987173376
377, 142129, 53582633, 20200652641
378, 142884, 54010152, 20415837456
379, 143641, 54439939, 20632736881
380, 144400, 54872000, 20851360000
381, 145161, 55306341, 21071715921
382, 145924, 55742968, 21293813776
383, 146689, 56181887, 21517662721
384, 147456, 56623104, 21743271936
385, 148225, 57066625, 21970650625
386, 148996, 57512456, 22199808016
387, 149769, 57960603, 22430753361
388, 150544, 58411072, 22663495936
389, 151321, 58863869, 22898045041
390, 152100, 59319000, 23134410000
391, 152881, 59776471, 23372600161
392, 153664, 60236288, 23612624896
393, 154449, 60698457, 23854493601
394, 155236, 61162984, 24098215696
395, 156025, 61629875, 24343800625
396, 156816, 62099136, 24591257856
397, 157609, 62570773, 24840596881
398, 158404, 63044792, 25091827216
399, 159201, 63521199, 25344958401
400, 160000, 64000000, 25600000000
401, 160801, 64481201, 25856961601
402, 161604, 64964808, 26115852816
403, 162409, 65450827, 26376683281
404, 163216, 65939264, 26639462656
405, 164025, 66430125, 26904200625
406, 164836, 66923416, 27170906896
407, 165649, 67419143, 27439591201
408, 166464, 67917312, 27710263296
409, 167281, 68417929, 27982932961
410, 168100, 68921000, 28257610000
411, 168921, 69426531, 28534304241
412, 169744, 69934528, 28813025536
413, 170569, 70444997, 29093783761
414, 171396, 70957944, 29376588816
415, 172225, 71473375, 29661450625
416, 173056, 71991296, 29948379136
417, 173889, 72511713, 30237384321
418, 174724, 73034632, 30528476176
419, 175561, 73560059, 30821664721
420, 176400, 74088000, 31116960000
421, 177241, 74618461, 31414372081
422, 178084, 75151448, 31713911056
423, 178929, 75686967, 32015587041
424, 179776, 76225024, 32319410176
425, 180625, 76765625, 32625390625
426, 181476, 77308776, 32933538576
427, 182329, 77854483, 33243864241
428, 183184, 78402752, 33556377856
429, 184041, 78953589, 33871089681
430, 184900, 79507000, 34188010000
431, 185761, 80062991, 34507149121
432, 186624, 80621568, 34828517376
433, 187489, 81182737, 35152125121
434, 188356, 81746504, 35477982736
435, 189225, 82312875, 35806100625
436, 190096, 82881856, 36136489216
437, 190969, 83453453, 36469158961
438, 191844, 84027672, 36804120336
439, 192721, 84604519, 37141383841
440, 193600, 85184000, 37480960000
441, 194481, 85766121, 37822859361
442, 195364, 86350888, 38167092496
443, 196249, 86938307, 38513670001
444, 197136, 87528384, 38862602496
445, 198025, 88121125, 39213900625
446, 198916, 88716536, 39567575056
447, 199809, 89314623, 39923636481
448, 200704, 89915392, 40282095616
449, 201601, 90518849, 40642963201
450, 202500, 91125000, 41006250000
451, 203401, 91733851, 41371966801
452, 204304, 92345408, 41740124416
453, 205209, 92959677, 42110733681
454, 206116, 93576664, 42483805456
455, 207025, 94196375, 42859350625
456, 207936, 94818816, 43237380096
457, 208849, 95443993, 43617904801
458, 209764, 96071912, 44000935696
459, 210681, 96702579, 44386483761
460, 211600, 97336000, 44774560000
461, 212521, 97972181, 45165175441
462, 213444, 98611128, 45558341136
463, 214369, 99252847, 45954068161
464, 215296, 99897344, 46352367616
465, 216225, 100544625, 46753250625
466, 217156, 101194696, 47156728336
467, 218089, 101847563, 47562811921
468, 219024, 102503232, 47971512576
469, 219961, 103161709, 48382841521
470, 220900, 103823000, 48796810000
471, 221841, 104487111, 49213429281
472, 222784, 105154048, 49632710656
473, 223729, 105823817, 50054665441
474, 224676, 106496424, 50479304976
475, 225625, 107171875, 50906640625
476, 226576, 107850176, 51336683776
477, 227529, 108531333, 51769445841
478, 228484, 109215352, 52204938256
479, 229441, 109902239, 52643172481
480, 230400, 110592000, 53084160000
481, 231361, 111284641, 53527912321
482, 232324, 111980168, 53974440976
483, 233289, 112678587, 54423757521
484, 234256, 113379904, 54875873536
485, 235225, 114084125, 55330800625
486, 236196, 114791256, 55788550416
487, 237169, 115501303, 56249134561
488, 238144, 116214272, 56712564736
489, 239121, 116930169, 57178852641
490, 240100, 117649000, 57648010000
491, 241081, 118370771, 58120048561
492, 242064, 119095488, 58594980096
493, 243049, 119823157, 59072816401
494, 244036, 120553784, 59553569296
495, 245025, 121287375, 60037250625
496, 246016, 122023936, 60523872256
497, 247009, 122763473, 61013446081
498, 248004, 123505992, 61505984016
499, 249001, 124251499, 62001498001
500, 250000, 125000000, 62500000000
501, 251001, 125751501, 63001502001
502, 252004, 126506008, 63506016016
503, 253009, 127263527, 64013554081
504, 254016, 128024064, 64524128256
505, 255025, 128787625, 65037750625
506, 256036, 129554216, 65554433296
507, 257049, 130323843, 66074188401
508, 258064, 131096512, 66597028096
509, 259081, 131872229, 67122964561
510, 260100, 132651000, 67652010000
511, 261121, 133432831, 68184176641
512, 262144, 134217728, 68719476736
513, 263169, 135005697, 69257922561
514, 264196, 135796744, 69799526416
515, 265225, 136590875, 70344300625
516, 266256, 137388096, 70892257536
517, 267289, 138188413, 71443409521
518, 268324, 138991832, 71997768976
519, 269361, 139798359, 72555348321
520, 270400, 140608000, 73116160000
521, 271441, 141420761, 73680216481
522, 272484, 142236648, 74247530256
523, 273529, 143055667, 74818113841
524, 274576, 143877824, 75391979776
525, 275625, 144703125, 75969140625
526, 276676, 145531576, 76549608976
527, 277729, 146363183, 77133397441
528, 278784, 147197952, 77720518656
529, 279841, 148035889, 78310985281
530, 280900, 148877000, 78904810000
531, 281961, 149721291, 79502005521
532, 283024, 150568768, 80102584576
533, 284089, 151419437, 80706559921
534, 285156, 152273304, 81313944336
535, 286225, 153130375, 81924750625
536, 287296, 153990656, 82538991616
537, 288369, 154854153, 83156680161
538, 289444, 155720872, 83777829136
539, 290521, 156590819, 84402451441
540, 291600, 157464000, 85030560000
541, 292681, 158340421, 85662167761
542, 293764, 159220088, 86297287696
543, 294849, 160103007, 86935932801
544, 295936, 160989184, 87578116096
545, 297025, 161878625, 88223850625
546, 298116, 162771336, 88873149456
547, 299209, 163667323, 89526025681
548, 300304, 164566592, 90182492416
549, 301401, 165469149, 90842562801
550, 302500, 166375000, 91506250000
551, 303601, 167284151, 92173567201
552, 304704, 168196608, 92844527616
553, 305809, 169112377, 93519144481
554, 306916, 170031464, 94197431056
555, 308025, 170953875, 94879400625
556, 309136, 171879616, 95565066496
557, 310249, 172808693, 96254442001
558, 311364, 173741112, 96947540496
559, 312481, 174676879, 97644375361
560, 313600, 175616000, 98344960000
561, 314721, 176558481, 99049307841
562, 315844, 177504328, 99757432336
563, 316969, 178453547, 100469346961
564, 318096, 179406144, 101185065216
565, 319225, 180362125, 101904600625
566, 320356, 181321496, 102627966736
567, 321489, 182284263, 103355177121
568, 322624, 183250432, 104086245376
569, 323761, 184220009, 104821185121
570, 324900, 185193000, 105560010000
571, 326041, 186169411, 106302733681
572, 327184, 187149248, 107049369856
573, 328329, 188132517, 107799932241
574, 329476, 189119224, 108554434576
575, 330625, 190109375, 109312890625
576, 331776, 191102976, 110075314176
577, 332929, 192100033, 110841719041
578, 334084, 193100552, 111612119056
579, 335241, 194104539, 112386528081
580, 336400, 195112000, 113164960000
581, 337561, 196122941, 113947428721
582, 338724, 197137368, 114733948176
583, 339889, 198155287, 115524532321
584, 341056, 199176704, 116319195136
585, 342225, 200201625, 117117950625
586, 343396, 201230056, 117920812816
587, 344569, 202262003, 118727795761
588, 345744, 203297472, 119538913536
589, 346921, 204336469, 120354180241
590, 348100, 205379000, 121173610000
591, 349281, 206425071, 121997216961
592, 350464, 207474688, 122825015296
593, 351649, 208527857, 123657019201
594, 352836, 209584584, 124493242896
595, 354025, 210644875, 125333700625
596, 355216, 211708736, 126178406656
597, 356409, 212776173, 127027375281
598, 357604, 213847192, 127880620816
599, 358801, 214921799, 128738157601
600, 360000, 216000000, 129600000000
601, 361201, 217081801, 130466162401
602, 362404, 218167208, 131336659216
603, 363609, 219256227, 132211504881
604, 364816, 220348864, 133090713856
605, 366025, 221445125, 133974300625
606, 367236, 222545016, 134862279696
607, 368449, 223648543, 135754665601
608, 369664, 224755712, 136651472896
609, 370881, 225866529, 137552716161
610, 372100, 226981000, 138458410000
611, 373321, 228099131, 139368569041
612, 374544, 229220928, 140283207936
613, 375769, 230346397, 141202341361
614, 376996, 231475544, 142125984016
615, 378225, 232608375, 143054150625
616, 379456, 233744896, 143986855936
617, 380689, 234885113, 144924114721
618, 381924, 236029032, 145865941776
619, 383161, 237176659, 146812351921
620, 384400, 238328000, 147763360000
621, 385641, 239483061, 148718980881
622, 386884, 240641848, 149679229456
623, 388129, 241804367, 150644120641
624, 389376, 242970624, 151613669376
625, 390625, 244140625, 152587890625
626, 391876, 245314376, 153566799376
627, 393129, 246491883, 154550410641
628, 394384, 247673152, 155538739456
629, 395641, 248858189, 156531800881
630, 396900, 250047000, 157529610000
631, 398161, 251239591, 158532181921
632, 399424, 252435968, 159539531776
633, 400689, 253636137, 160551674721
634, 401956, 254840104, 161568625936
635, 403225, 256047875, 162590400625
636, 404496, 257259456, 163617014016
637, 405769, 258474853, 164648481361
638, 407044, 259694072, 165684817936
639, 408321, 260917119, 166726039041
640, 409600, 262144000, 167772160000
641, 410881, 263374721, 168823196161
642, 412164, 264609288, 169879162896
643, 413449, 265847707, 170940075601
644, 414736, 267089984, 172005949696
645, 416025, 268336125, 173076800625
646, 417316, 269586136, 174152643856
647, 418609, 270840023, 175233494881
648, 419904, 272097792, 176319369216
649, 421201, 273359449, 177410282401
650, 422500, 274625000, 178506250000
651, 423801, 275894451, 179607287601
652, 425104, 277167808, 180713410816
653, 426409, 278445077, 181824635281
654, 427716, 279726264, 182940976656
655, 429025, 281011375, 184062450625
656, 430336, 282300416, 185189072896
657, 431649, 283593393, 186320859201
658, 432964, 284890312, 187457825296
659, 434281, 286191179, 188599986961
660, 435600, 287496000, 189747360000
661, 436921, 288804781, 190899960241
662, 438244, 290117528, 192057803536
663, 439569, 291434247, 193220905761
664, 440896, 292754944, 194389282816
665, 442225, 294079625, 195562950625
666, 443556, 295408296, 196741925136
667, 444889, 296740963, 197926222321
668, 446224, 298077632, 199115858176
669, 447561, 299418309, 200310848721
670, 448900, 300763000, 201511210000
671, 450241, 302111711, 202716958081
672, 451584, 303464448, 203928109056
673, 452929, 304821217, 205144679041
674, 454276, 306182024, 206366684176
675, 455625, 307546875, 207594140625
676, 456976, 308915776, 208827064576
677, 458329, 310288733, 210065472241
678, 459684, 311665752, 211309379856
679, 461041, 313046839, 212558803681
680, 462400, 314432000, 213813760000
681, 463761, 315821241, 215074265121
682, 465124, 317214568, 216340335376
683, 466489, 318611987, 217611987121
684, 467856, 320013504, 218889236736
685, 469225, 321419125, 220172100625
686, 470596, 322828856, 221460595216
687, 471969, 324242703, 222754736961
688, 473344, 325660672, 224054542336
689, 474721, 327082769, 225360027841
690, 476100, 328509000, 226671210000
691, 477481, 329939371, 227988105361
692, 478864, 331373888, 229310730496
693, 480249, 332812557, 230639102001
694, 481636, 334255384, 231973236496
695, 483025, 335702375, 233313150625
696, 484416, 337153536, 234658861056
697, 485809, 338608873, 236010384481
698, 487204, 340068392, 237367737616
699, 488601, 341532099, 238730937201
700, 490000, 343000000, 240100000000
701, 491401, 344472101, 241474942801
702, 492804, 345948408, 242855782416
703, 494209, 347428927, 244242535681
704, 495616, 348913664, 245635219456
705, 497025, 350402625, 247033850625
706, 498436, 351895816, 248438446096
707, 499849, 353393243, 249849022801
708, 501264, 354894912, 251265597696
709, 502681, 356400829, 252688187761
710, 504100, 357911000, 254116810000
711, 505521, 359425431, 255551481441
712, 506944, 360944128, 256992219136
713, 508369, 362467097, 258439040161
714, 509796, 363994344, 259891961616
715, 511225, 365525875, 261351000625
716, 512656, 367061696, 262816174336
717, 514089, 368601813, 264287499921
718, 515524, 370146232, 265764994576
719, 516961, 371694959, 267248675521
720, 518400, 373248000, 268738560000
721, 519841, 374805361, 270234665281
722, 521284, 376367048, 271737008656
723, 522729, 377933067, 273245607441
724, 524176, 379503424, 274760478976
725, 525625, 381078125, 276281640625
726, 527076, 382657176, 277809109776
727, 528529, 384240583, 279342903841
728, 529984, 385828352, 280883040256
729, 531441, 387420489, 282429536481
730, 532900, 389017000, 283982410000
731, 534361, 390617891, 285541678321
732, 535824, 392223168, 287107358976
733, 537289, 393832837, 288679469521
734, 538756, 395446904, 290258027536
735, 540225, 397065375, 291843050625
736, 541696, 398688256, 293434556416
737, 543169, 400315553, 295032562561
738, 544644, 401947272, 296637086736
739, 546121, 403583419, 298248146641
740, 547600, 405224000, 299865760000
741, 549081, 406869021, 301489944561
742, 550564, 408518488, 303120718096
743, 552049, 410172407, 304758098401
744, 553536, 411830784, 306402103296
745, 555025, 413493625, 308052750625
746, 556516, 415160936, 309710058256
747, 558009, 416832723, 311374044081
748, 559504, 418508992, 313044726016
749, 561001, 420189749, 314722122001
750, 562500, 421875000, 316406250000
751, 564001, 423564751, 318097128001
752, 565504, 425259008, 319794774016
753, 567009, 426957777, 321499206081
754, 568516, 428661064, 323210442256
755, 570025, 430368875, 324928500625
756, 571536, 432081216, 326653399296
757, 573049, 433798093, 328385156401
758, 574564, 435519512, 330123790096
759, 576081, 437245479, 331869318561
760, 577600, 438976000, 333621760000
761, 579121, 440711081, 335381132641
762, 580644, 442450728, 337147454736
763, 582169, 444194947, 338920744561
764, 583696, 445943744, 340701020416
765, 585225, 447697125, 342488300625
766, 586756, 449455096, 344282603536
767, 588289, 451217663, 346083947521
768, 589824, 452984832, 347892350976
769, 591361, 454756609, 349707832321
770, 592900, 456533000, 351530410000
771, 594441, 458314011, 353360102481
772, 595984, 460099648, 355196928256
773, 597529, 461889917, 357040905841
774, 599076, 463684824, 358892053776
775, 600625, 465484375, 360750390625
776, 602176, 467288576, 362615934976
777, 603729, 469097433, 364488705441
778, 605284, 470910952, 366368720656
779, 606841, 472729139, 368255999281
780, 608400, 474552000, 370150560000
781, 609961, 476379541, 372052421521
782, 611524, 478211768, 373961602576
783, 613089, 480048687, 375878121921
784, 614656, 481890304, 377801998336
785, 616225, 483736625, 379733250625
786, 617796, 485587656, 381671897616
787, 619369, 487443403, 383617958161
788, 620944, 489303872, 385571451136
789, 622521, 491169069, 387532395441
790, 624100, 493039000, 389500810000
791, 625681, 494913671, 391476713761
792, 627264, 496793088, 393460125696
793, 628849, 498677257, 395451064801
794, 630436, 500566184, 397449550096
795, 632025, 502459875, 399455600625
796, 633616, 504358336, 401469235456
797, 635209, 506261573, 403490473681
798, 636804, 508169592, 405519334416
799, 638401, 510082399, 407555836801
800, 640000, 512000000, 409600000000
801, 641601, 513922401, 411651843201
802, 643204, 515849608, 413711385616
803, 644809, 517781627, 415778646481
804, 646416, 519718464, 417853645056
805, 648025, 521660125, 419936400625
806, 649636, 523606616, 422026932496
807, 651249, 525557943, 424125260001
808, 652864, 527514112, 426231402496
809, 654481, 529475129, 428345379361
810, 656100, 531441000, 430467210000
811, 657721, 533411731, 432596913841
812, 659344, 535387328, 434734510336
813, 660969, 537367797, 436880018961
814, 662596, 539353144, 439033459216
815, 664225, 541343375, 441194850625
816, 665856, 543338496, 443364212736
817, 667489, 545338513, 445541565121
818, 669124, 547343432, 447726927376
819, 670761, 549353259, 449920319121
820, 672400, 551368000, 452121760000
821, 674041, 553387661, 454331269681
822, 675684, 555412248, 456548867856
823, 677329, 557441767, 458774574241
824, 678976, 559476224, 461008408576
825, 680625, 561515625, 463250390625
826, 682276, 563559976, 465500540176
827, 683929, 565609283, 467758877041
828, 685584, 567663552, 470025421056
829, 687241, 569722789, 472300192081
830, 688900, 571787000, 474583210000
831, 690561, 573856191, 476874494721
832, 692224, 575930368, 479174066176
833, 693889, 578009537, 481481944321
834, 695556, 580093704, 483798149136
835, 697225, 582182875, 486122700625
836, 698896, 584277056, 488455618816
837, 700569, 586376253, 490796923761
838, 702244, 588480472, 493146635536
839, 703921, 590589719, 495504774241
840, 705600, 592704000, 497871360000
841, 707281, 594823321, 500246412961
842, 708964, 596947688, 502629953296
843, 710649, 599077107, 505022001201
844, 712336, 601211584, 507422576896
